12/11/2024                                                                                                                                                                               Dynamic List Display                                                                                                                                                                                       1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTL Direct Material Stock Report,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Material,Material,Customer,Material description,Size,Unit/Strip,Plant,SLOC,Batch,Revision,Shipment Date,Shipment,Ship No.,Vendor Batch,Manu.Date,Shlf.Date,GR.Date,Vendor,Vendor Name,QI.Qty.,Unres.Qty.,Reserve Qty.,Available Qty.,Block Qty., Total,Remark,Manufacturer
,PZ0067-UTL,PZ0067,UTL,Die attach flim non-conductive type,FH-SC13-25,,140,RP61,10221954,,05/26/2022,B220516016/01,260522B220516016/01,Z2313BC,03/13/2022,01/05/2024,05/27/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,14,14,,
,PZ0067-UTL,PZ0067,UTL,Die attach flim non-conductive type,FH-SC13-25,,130,RP05,11764287,,01/31/2024,B240122014/01,310124B240122014/01,Z3030AC,10/30/2023,10/29/2024,02/01/2024,10227,Resonac Materials (Thailand) Co. Lt,0,0,0,0,10,10,,
,PZ0067-UTL,PZ0067,UTL,Die attach flim non-conductive type,FH-SC13-25,,120,DC54,11779375,,02/11/2024,B240205005/02,110224B240205005/02,Z4112BA,01/12/2024,01/11/2025,02/12/2024,10227,Resonac Materials (Thailand) Co. Lt,0,5,0,5,0,5,,
,PZ0067-UTL,PZ0067,UTL,Die attach flim non-conductive type,FH-SC13-25,,120,DC54,11779376,,02/11/2024,B240205005/03,110224B240205005/03,Z4127AA,01/27/2024,01/26/2025,02/12/2024,10227,Resonac Materials (Thailand) Co. Lt,0,5,0,5,0,5,,
,PZ0068-TIU,PZ0068,TIU,ABP-8910T,ABP-8910T,,130,DC02,11725508,,01/11/2024,92950967/06 (5CC),11012492950967/06 (5CC),1B4AAB9818,01/02/2024,01/01/2025,01/12/2024,20012,HENKEL KOREA LTD.,0,58,0,58,0,58,,
,PZ0068-TIU,PZ0068,TIU,ABP-8910T,ABP-8910T,,120,DR04,11725508,,01/11/2024,92950967/06 (5CC),11012492950967/06 (5CC),1B4AAB9818,01/02/2024,01/01/2025,01/12/2024,20012,HENKEL KOREA LTD.,0,2,0,2,0,2,,
,PZ0068-TIU,PZ0068,TIU,ABP-8910T,ABP-8910T,,130,DC04,11778488,,02/08/2024,92969620/07 (5CC),08022492969620/07 (5CC),1B4AAE4126,01/09/2024,01/08/2025,02/09/2024,20012,HENKEL KOREA LTD.,0,197,0,197,0,197,,
,PZ0068-TIU,PZ0068,TIU,ABP-8910T,ABP-8910T,,130,DC04,11778489,,02/08/2024,92969620/08 (5CC),08022492969620/08 (5CC),1B4AAA3366,01/15/2024,01/14/2025,02/09/2024,20012,HENKEL KOREA LTD.,0,102,0,102,0,102,,
,PZ0070-MC3,PZ0070,MC3,590-4HT1,590-4HT1,,140,DA02,12185200,,08/21/2024,47901808 SO/01 (10CC),21082447901808 SO/01 (10CC),4080833SAS,08/08/2024,02/04/2025,08/21/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,11,0,11,0,11,,
,PZ0070-MC3,PZ0070,MC3,590-4HT1,590-4HT1,,140,DA03,12263109,,09/26/2024,47902198 SO/01,26092447902198 SO/01,4080833SAS,08/08/2024,02/04/2025,09/26/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,39,0,39,0,39,,-
,PZ0070-MC3,PZ0070,MC3,590-4HT1,590-4HT1,,120,DR06,12263110,,09/26/2024,47902198 SO/02,26092447902198 SO/02,4091131SAS,09/11/2024,03/10/2025,09/26/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,37,0,37,0,37,,-
,PZ0070-MC3,PZ0070,MC3,590-4HT1,590-4HT1,,120,DR04,12300136,,10/15/2024,47902319 SO/01,15102447902319 SO/01,4091131SAS,09/11/2024,03/10/2025,10/15/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,75,0,75,0,75,,-
,PZ0070-MC3,PZ0070,MC3,590-4HT1,590-4HT1,,120,DR04,12300138,,10/15/2024,47902319 SO/02,15102447902319 SO/02,4100232SAS,10/02/2024,03/31/2025,10/15/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,25,0,25,0,25,,-
,PZ0072-STM,PZ0072,STM,QMI 529HT-2A1,QMI 529HT-2A1,,130,DC04,12281989,,10/04/2024,196735175/08 (5CC),041024196735175/08 (5CC),1B4JAA8246,09/09/2024,09/09/2025,10/05/2024,20012,HENKEL KOREA LTD.,0,296,0,296,0,296,,
,PZ0072-STM,PZ0072,STM,QMI 529HT-2A1,QMI 529HT-2A1,,130,DC04,12335222,,11/06/2024,196755219/01 (5CC),061124196755219/01 (5CC),1B4KAC2668,10/10/2024,10/10/2025,11/06/2024,20012,HENKEL KOREA LTD.,0,532,0,532,0,532,,
,PZ0072-STM,PZ0072,STM,QMI 529HT-2A1,QMI 529HT-2A1,,130,DC04,12335223,,11/06/2024,196755219/02 (5CC),061124196755219/02 (5CC),1B4KAF4531,10/28/2024,10/28/2025,11/06/2024,20012,HENKEL KOREA LTD.,0,468,0,468,0,468,,
,PZ0072-STM,PZ0072,STM,QMI 529HT-2A1,QMI 529HT-2A1,,130,IQ01,12409584,,12/10/2024,196775977/03 (5CC),101224196775977/03 (5CC),1B4KAG4531,10/28/2024,10/28/2025,12/10/2024,20012,HENKEL KOREA LTD.,12,0,0,12,0,12,,
,PZ0072-STM,PZ0072,STM,QMI 529HT-2A1,QMI 529HT-2A1,,130,IQ01,12409585,,12/10/2024,196775977/04 (5CC),101224196775977/04 (5CC),1B4MAA5486,12/04/2024,12/04/2025,12/10/2024,20012,HENKEL KOREA LTD.,"1,088",0,0,"1,088",0,"1,088",,
,PZ0075-ADI,PZ0075,ADI,Ablebond 8290,ABLEBOND 8290,,130,DC04,12395300,,12/03/2024,196772010/01 (5CC),031224196772010/01 (5CC),1B4LAB8846,11/25/2024,11/25/2025,12/03/2024,20012,HENKEL KOREA LTD.,0,149,0,149,0,149,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP02,9361229,,07/03/2021,B210622038/03,030721B210622038/03,Z162601-004,06/26/2021,06/26/2022,07/03/2021,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,1,1,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP05,10394250,,07/25/2022,89021261/01 FAI,25072289021261/01 FAI,Z100502,10/05/2021,10/05/2022,07/26/2022,30000,UTAC DONGGUAN LTD.,0,0,0,0,4,4,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP05,10181627,,05/12/2022,B220425017/03,120522B220425017/03,Z242001,04/20/2022,04/20/2023,05/12/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,1,1,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP05,10240455,,06/05/2022,B220525008/01,050622B220525008/01,Z251001,05/10/2022,05/10/2023,06/05/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,2,2,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,140,RP61,10240455,,06/05/2022,B220525008/01,050622B220525008/01,Z251001,05/10/2022,05/10/2023,06/05/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,2,2,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP01,10240455,,06/05/2022,B220525008/01,050622B220525008/01,Z251001,05/10/2022,05/10/2023,06/05/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,3,3,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,140,RP61,10385777,,07/23/2022,B220712012/03,230722B220712012/03,Z270503,07/05/2022,07/05/2023,07/23/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,1,1,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP05,10385777,,07/23/2022,B220712012/03,230722B220712012/03,Z270503,07/05/2022,07/05/2023,07/23/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,4,4,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP01,10429975,,08/08/2022,B220727011/01,080822B220727011/01,Z272102,07/21/2022,07/21/2023,08/08/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,1,1,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,140,RP61,10484566,,08/27/2022,B220808015/01,270822B220808015/01,Z280803,08/08/2022,08/08/2023,08/27/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,1,1,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP05,10484566,,08/27/2022,B220808015/01,270822B220808015/01,Z280803,08/08/2022,08/08/2023,08/27/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,6,6,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP05,10484567,,08/27/2022,B220808015/02,270822B220808015/02,Z280804,08/08/2022,08/08/2023,08/27/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,6,6,,-
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,140,RP61,10587700,,10/01/2022,B220922009/05,011022B220922009/05,Z290401,09/04/2022,09/04/2023,10/01/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,1,1,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,RP05,10587702,,10/01/2022,B220922009/06,011022B220922009/06,Z292001,09/20/2022,09/20/2023,10/01/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,3,3,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,140,RP61,10587702,,10/01/2022,B220922009/06,011022B220922009/06,Z292001,09/20/2022,09/20/2023,10/01/2022,10145,HITACHI CHEMICAL ASIA (THAILAND) CO,0,0,0,0,2,2,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,130,DC45,11724248,,01/11/2024,B231226008/01,110124B231226008/01,Z3Y2401,12/24/2023,12/23/2024,01/11/2024,10227,Resonac Materials (Thailand) Co. Lt,0,1,0,1,0,1,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,140,DC04,11779377,,02/11/2024,B240205005/01,110224B240205005/01,Z412404,01/24/2024,01/23/2025,02/12/2024,10227,Resonac Materials (Thailand) Co. Lt,0,2,0,2,0,2,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,120,DC55,12050327,,06/20/2024,B240606010/01 (200SH),200624B240606010/01 (200SH),Z452203,05/22/2024,05/22/2025,06/20/2024,10227,Resonac Materials (Thailand) Co. Lt,0,3,0,3,0,3,,
,PZ0076-UTL,PZ0076,UTL,HR-5104T-25 Non conductive DAF,HR-5104T-25 NONCON DAF,,120,DC54,12050338,,06/20/2024,B240606010/02 (200SH),200624B240606010/02 (200SH),Z461005,06/10/2024,06/10/2025,06/20/2024,10227,Resonac Materials (Thailand) Co. Lt,0,5,0,5,0,5,,
,PZ0082-SIC,PZ0082,SIC,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,10173754,,05/10/2022,INM122050056/01,100522INM122050056/01,PSA639888,04/13/2022,10/13/2022,05/10/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,27,27,,-
,PZ0082-SIC,PZ0082,SIC,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,10282352,,06/16/2022,INM122060092/01,160622INM122060092/01,PSA640362,05/23/2022,11/23/2022,06/16/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,16,16,,-
,PZ0082-SIC,PZ0082,SIC,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,10314283,,06/27/2022,INM122060128/01,270622INM122060128/01,PSA640362,05/23/2022,11/23/2022,06/27/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,8,8,,-
,PZ0082-SIC,PZ0082,SIC,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,10449169,,08/15/2022,INM122080071/01,150822INM122080071/01,PSA640874,07/06/2022,01/06/2023,08/15/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,2,2,,-
,PZ0082-SIC,PZ0082,SIC,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,10994397,,11/02/2022,INM122110013/02,021122INM122110013/02,PSA642023,10/14/2022,04/14/2023,11/02/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,1,1,,-
,PZ0082-SIC,PZ0082,SIC,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,120,RP57,11886360,,04/02/2024,INM124040021/01,020424INM124040021/01,PSA646538,03/07/2024,09/07/2024,04/02/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,44,44,,-
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,10588351,,10/03/2022,INM122100003/01,031022INM122100003/01,PSA640874,07/06/2022,01/08/2023,10/03/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,9,9,,-
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,10670510,,11/02/2022,INM122110013/01,021122INM122110013/01,PSA641643,09/08/2022,03/08/2023,11/02/2022,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,1,1,,-
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,130,RP05,11249209,,06/16/2023,INM123060065/01,160623INM123060065/01,PSA644298,05/24/2023,11/24/2023,06/16/2023,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,71,71,,-
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,140,RP61,11741300,,01/20/2024,INM124010101/01,200124INM124010101/01,PSA646239,01/18/2024,07/18/2024,01/20/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,1,1,,-
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,120,RP57,11944463,,05/16/2024,INM124050060/01,160524INM124050060/01,PSA646963,05/13/2024,11/13/2024,05/16/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,101,101,,-
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,140,RP61,11944463,,05/16/2024,INM124050060/01,160524INM124050060/01,PSA646963,05/13/2024,11/13/2024,05/16/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,1,1,,-
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,120,DC57,12209435,-,09/04/2024,INM124090015/01,040924INM124090015/01,PSA647722,08/23/2024,02/23/2025,09/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,1,0,1,0,1,,
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,120,DC64,12334502,,11/04/2024,INM124110014/01,041124INM124110014/01,PSA648115,10/15/2024,04/15/2025,11/04/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,20,0,20,0,20,,
,PZ0082-UTL,PZ0082,UTL,Solde paste : SAC305 Indium 3.2HF,SAC305-INDIUM3.2HF,,120,DC64,12396441,,12/06/2024,INM124120028/01,061224INM124120028/01,PSA648404,11/29/2024,05/28/2025,12/06/2024,10076,FUSION ADVANTEC COMPANY LIMITED,20,0,0,20,0,20,,-
,PZ0083-TIU,PZ0083,TIU,Solder paste: SAC305-NC-SMQ75 Type4,SAC305-NC-SMQ75,,120,RP61,11713477,,01/08/2024,INM124010026/01,080124INM124010026/01,PMA871,12/20/2023,06/20/2024,01/08/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,4,4,,
,PZ0083-TIU,PZ0083,TIU,Solder paste: SAC305-NC-SMQ75 Type4,SAC305-NC-SMQ75,,120,RP57,12070414,,06/28/2024,INM124060101/01,280624INM124060101/01,PMA1409,06/05/2024,12/05/2024,06/28/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,4,4,,
,PZ0083-TIU,PZ0083,TIU,Solder paste: SAC305-NC-SMQ75 Type4,SAC305-NC-SMQ75,,120,RP57,12070417,,06/28/2024,INM124060101/02,280624INM124060101/02,PMA1438,06/12/2024,12/12/2024,06/28/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,0,0,0,16,16,,
,PZ0083-TIU,PZ0083,TIU,Solder paste: SAC305-NC-SMQ75 Type4,SAC305-NC-SMQ75,,120,DC64,12370971,N/A,11/20/2024,INM124110085/01,201124INM124110085/01,PMA1961,11/06/2024,05/06/2025,11/20/2024,10076,FUSION ADVANTEC COMPANY LIMITED,0,20,0,20,0,20,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,130,RP05,11268516,,06/15/2023,89021896/01,15062389021896/01,Z280802,08/08/2022,08/08/2023,06/23/2023,30000,UTAC DONGGUAN LTD.,0,0,0,0,6,6,,
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,120,DC57,12050320,,06/20/2024,B240606010/03,200624B240606010/03,Z461002,06/10/2024,06/10/2025,06/20/2024,10227,Resonac Materials (Thailand) Co. Lt,0,20,0,20,0,20,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,130,DC45,12158209,,08/08/2024,B240731012/01,080824B240731012/01,Z471801,07/18/2024,07/18/2025,08/08/2024,10227,Resonac Materials (Thailand) Co. Lt,0,4,0,4,0,4,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,120,DC52,12158211,,08/08/2024,B240731012/02,080824B240731012/02,Z473101,07/31/2024,07/31/2025,08/08/2024,10227,Resonac Materials (Thailand) Co. Lt,0,28,0,28,0,28,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,130,DC45,12158213,,08/08/2024,B240731012/03,080824B240731012/03,Z473102,07/31/2024,07/31/2025,08/08/2024,10227,Resonac Materials (Thailand) Co. Lt,0,28,0,28,0,28,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,140,DC04,12199403,,08/28/2024,B240808006/01,280824B240808006/01,Z473102,07/31/2024,07/31/2025,08/28/2024,10227,Resonac Materials (Thailand) Co. Lt,0,11,0,11,0,11,,
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,140,DC04,12199404,,08/28/2024,B240808006/02,280824B240808006/02,Z480502,08/05/2024,08/05/2025,08/28/2024,10227,Resonac Materials (Thailand) Co. Lt,0,6,0,6,0,6,,
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,120,DC54,12218740,,09/06/2024,B240828028/01,060924B240828028/01,Z480701,08/07/2024,08/07/2025,09/06/2024,10227,Resonac Materials (Thailand) Co. Lt,0,6,0,6,0,6,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,130,DY37,12218743,,09/06/2024,B240828028/02,060924B240828028/02,Z482801,08/28/2024,08/28/2025,09/06/2024,10227,Resonac Materials (Thailand) Co. Lt,0,54,0,54,0,54,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,130,DC45,12266419,,09/27/2024,B240918010/01,270924B240918010/01,Z482901,08/29/2024,08/29/2025,09/27/2024,10227,Resonac Materials (Thailand) Co. Lt,0,36,0,36,0,36,,-
,PZ0084-UTL,PZ0084,UTL,HR-5104-25 Non Conductive DAF,HR-5104-25 NONCON DAF,,130,DC45,12266420,,09/27/2024,B240918010/02,270924B240918010/02,Z491203,09/12/2024,09/12/2025,09/27/2024,10227,Resonac Materials (Thailand) Co. Lt,0,4,0,4,0,4,,-
,PZ0098-PII,PZ0098,PII,Pb-Sn5 / 0.5mm Solder wire,PB-SN5 / 0.5MM,,130,RP98,11847101,,09/24/2022,3126226377/01,2409223126226377/01,9011142485,09/16/2022,09/16/2023,09/24/2022,20033,HERAEUS MATERIALS SINGAPORE,0,0,0,0,12,12,PII-925,-
,PZ0098-PII,PZ0098,PII,Pb-Sn5 / 0.5mm Solder wire,PB-SN5 / 0.5MM,,130,RP98,11847102,,01/05/2023,3126229656/01,0501233126229656/01,9014811499,12/27/2022,12/27/2023,01/06/2023,20033,HERAEUS MATERIALS SINGAPORE,0,0,0,0,20,20,PII-925,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,120,RP61,7904736,,10/07/2019,97901694SO/01,07101997901694SO/01,91001F87,10/01/2019,12/30/2019,10/07/2019,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,4,4,,
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9070046,,03/11/2021,17900378 SO/01,11032117900378 SO/01,10225319,02/25/2021,05/26/2021,03/11/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,8,8,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9245253,,05/18/2021,17900879 SO/01,18052117900879 SO/01,10507715,05/07/2021,08/05/2021,05/18/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,2,2,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9407723,,07/20/2021,17901309 SO/01,20072117901309 SO/01,10708A83,07/08/2021,10/06/2021,07/20/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,5,5,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9706645,,11/18/2021,17902026SO/01,18112117902026SO/01,11104H55,11/04/2021,02/02/2022,11/18/2021,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,15,15,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9986031,,03/08/2022,27900353SO/01,08032227900353SO/01,20224231,02/24/2022,05/25/2022,03/08/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,5,5,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,9986033,,03/08/2022,27900353SO/01,08032227900353SO/01,20224231,02/24/2022,05/25/2022,03/08/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,15,15,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,10071312,,04/05/2022,27900598 SO/01,05042227900598 SO/01,20325372,03/25/2022,07/23/2022,04/05/2022,20045,ALPHA ADVANCED MATERIALS,0,0,0,0,14,14,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,11036731,,03/22/2023,37900246 SO/01,22032337900246 SO/01,30302203,03/02/2023,05/31/2023,03/22/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,17,17,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,11284822,,06/28/2023,37900980 SO/01,28062337900980 SO/01,30609626,06/09/2023,09/07/2023,06/28/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,31,31,,
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,11443536,,08/29/2023,37901400 SO/01,29082337901400 SO/01,30816900,08/16/2023,11/14/2023,08/29/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,20,20,,
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,130,RP05,11551049,,10/12/2023,37901631SO/01,12102337901631SO/01,30920A77,09/20/2023,12/19/2023,10/12/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,29,29,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,120,RP57,11675780,,12/13/2023,37901966 SO/01,13122337901966 SO/01,31127D26,11/27/2023,02/25/2024,12/13/2023,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,16,16,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,120,RP57,11760225,,01/30/2024,37902334SO/01,30012437902334SO/01,40102001,01/02/2024,04/01/2024,01/30/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,38,38,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,120,RP57,11857529,,03/19/2024,47900445 SO/01,19032447900445 SO/01,40227251,02/27/2024,05/27/2024,03/19/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,31,31,,
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,120,RP57,11942031,,05/09/2024,47900928 SO/01,09052447900928 SO/01,40423498,04/23/2024,07/22/2024,05/09/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,32,32,,-
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,120,RP57,12045529,,06/18/2024,47901320SO/01,18062447901320SO/01,40531691,05/31/2024,08/29/2024,06/18/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,34,34,,
,PZ0102-EM5,PZ0102,EM5,Solder Paste WS693CPS,SAC305 WS693CPS,,120,RP57,12187237,-,08/22/2024,47902063 SO/01,22082447902063 SO/01,40809987,08/09/2024,11/07/2024,08/22/2024,20082,MACDERMID ALPHA ELECTRONICS SOLUTIO,0,0,0,0,27,27,,-
