11/13/2024                                                                                                                                                                                                                          Dynamic List Display                                                                                                                                                                                                                                 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTL Direct Material Stock Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Material,Material,Customer,Material description,Size,Unit/Strip,Plant,SLOC,Batch,Extend Shelf life,Number Extend,Revision,Shipment Date,Shipment,Ship No.,X-Out,Vendor Batch,Manu.Date,Shlf.Date,GR.Date,Vendor,Vendor Name,      QI.Qty.,   Unres.Qty., Reserve Qty.,Available Qty.,    Block Qty.,         Total,Remark,AUn,Conversion1,Manufacturer
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12256584,,0,B,09/23/2024,2433805/02,2309242433805/02,,A24000782,08/26/2024,08/25/2025,09/24/2024,20060,SDI CORPORATION,0,"16,700.00",0,"16,700.00",0,"16,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256592,,0,B,09/23/2024,2433805/03,2309242433805/03,,A24000783,08/26/2024,08/25/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256600,,0,B,09/23/2024,2433805/04,2309242433805/04,,A24000784,08/26/2024,08/25/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256614,,0,B,09/23/2024,2433805/05,2309242433805/05,,A24000785,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"25,000.00",0,"25,000.00",0,"25,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256625,,0,B,09/23/2024,2433805/06,2309242433805/06,,A24000786,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256639,,0,B,09/23/2024,2433805/07,2309242433805/07,,A24000787,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256650,,0,B,09/23/2024,2433805/08,2309242433805/08,,A24000788,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256659,,0,B,09/23/2024,2433805/09,2309242433805/09,,A24000789,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256667,,0,B,09/23/2024,2433805/10,2309242433805/10,,A24000790,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256683,,0,B,09/23/2024,2433805/11,2309242433805/11,,A24000791,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256692,,0,B,09/23/2024,2433805/12,2309242433805/12,,A24000792,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12256707,,0,B,09/23/2024,2433805/13,2309242433805/13,,A24000793,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12256713,,0,B,09/23/2024,2433805/14,2309242433805/14,,A24000794,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256720,,0,B,09/23/2024,2433805/15,2309242433805/15,,A24000795,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256731,,0,B,09/23/2024,2433805/16,2309242433805/16,,A24000796,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"30,000.00",0,"30,000.00",0,"30,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256737,,0,B,09/23/2024,2433805/17,2309242433805/17,,A24000797,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256744,,0,B,09/23/2024,2433805/18,2309242433805/18,,A24000798,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256754,,0,B,09/23/2024,2433805/19,2309242433805/19,,A24000799,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256763,,0,B,09/23/2024,2433805/20,2309242433805/20,,A24000800,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256768,,0,B,09/23/2024,2433805/21,2309242433805/21,,A24000801,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256778,,0,B,09/23/2024,2433805/22,2309242433805/22,,A24000802,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256785,,0,B,09/23/2024,2433805/23,2309242433805/23,,A24000803,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256794,,0,B,09/23/2024,2433805/24,2309242433805/24,,A24000804,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256822,,0,B,09/23/2024,2433805/25,2309242433805/25,,A24000805,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"25,000.00",0,"25,000.00",0,"25,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256832,,0,B,09/23/2024,2433805/26,2309242433805/26,,A24000806,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12256839,,0,B,09/23/2024,2433805/27,2309242433805/27,,A24000807,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12256845,,0,B,09/23/2024,2433805/28,2309242433805/28,,A24000808,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256854,,0,B,09/23/2024,2433805/29,2309242433805/29,,A24000809,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256859,,0,B,09/23/2024,2433805/30,2309242433805/30,,A24000810,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256874,,0,B,09/23/2024,2433805/31,2309242433805/31,,A24000811,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256901,,0,B,09/23/2024,2433805/32,2309242433805/32,,A24000812,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256917,,0,B,09/23/2024,2433805/33,2309242433805/33,,A24000813,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256929,,0,B,09/23/2024,2433805/34,2309242433805/34,,A24000814,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"30,000.00",0,"30,000.00",0,"30,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256943,,0,B,09/23/2024,2433805/35,2309242433805/35,,A24000815,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256955,,0,B,09/23/2024,2433805/36,2309242433805/36,,A24000816,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256967,,0,B,09/23/2024,2433805/37,2309242433805/37,,A24000817,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12256975,,0,B,09/23/2024,2433805/38,2309242433805/38,,A24000818,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256986,,0,B,09/23/2024,2433805/39,2309242433805/39,,A24000819,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12256994,,0,B,09/23/2024,2433805/40,2309242433805/40,,A24000820,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257010,,0,B,09/23/2024,2433805/41,2309242433805/41,,A24000821,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257020,,0,B,09/23/2024,2433805/42,2309242433805/42,,A24000822,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257026,,0,B,09/23/2024,2433805/43,2309242433805/43,,A24000823,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,000.00",0,"34,000.00",0,"34,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257035,,0,B,09/23/2024,2433805/44,2309242433805/44,,A24000824,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257038,,0,B,09/23/2024,2433805/45,2309242433805/45,,A24000825,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257047,,0,B,09/23/2024,2433805/46,2309242433805/46,,A24000826,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257052,,0,B,09/23/2024,2433805/47,2309242433805/47,,A24000827,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257058,,0,B,09/23/2024,2433805/48,2309242433805/48,,A24000828,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257068,,0,B,09/23/2024,2433805/49,2309242433805/49,,A24000829,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257073,,0,B,09/23/2024,2433805/50,2309242433805/50,,A24000830,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257080,,0,B,09/23/2024,2433805/51,2309242433805/51,,A24000831,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257090,,0,B,09/23/2024,2433805/52,2309242433805/52,,A24000832,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257095,,0,B,09/23/2024,2433805/53,2309242433805/53,,A24000833,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257100,,0,B,09/23/2024,2433805/54,2309242433805/54,,A24000834,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"30,000.00",0,"30,000.00",0,"30,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257105,,0,B,09/23/2024,2433805/55,2309242433805/55,,A24000835,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257112,,0,B,09/23/2024,2433805/56,2309242433805/56,,A24000836,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257121,,0,B,09/23/2024,2433805/57,2309242433805/57,,A24000837,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257127,,0,B,09/23/2024,2433805/58,2309242433805/58,,A24000838,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257131,,0,B,09/23/2024,2433805/59,2309242433805/59,,A24000839,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257136,,0,B,09/23/2024,2433805/60,2309242433805/60,,A24000840,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257140,,0,B,09/23/2024,2433805/61,2309242433805/61,,A24000841,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257146,,0,B,09/23/2024,2433805/62,2309242433805/62,,A24000842,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257152,,0,B,09/23/2024,2433805/63,2309242433805/63,,A24000843,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257163,,0,B,09/23/2024,2433805/64,2309242433805/64,,A24000844,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257170,,0,B,09/23/2024,2433805/65,2309242433805/65,,A24000845,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,000.00",0,"34,000.00",0,"34,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ81,12257176,,0,B,09/23/2024,2433805/66,2309242433805/66,,A24000846,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12257181,,0,B,09/23/2024,2433805/67,2309242433805/67,,A24000847,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12257186,,0,B,09/23/2024,2433805/68,2309242433805/68,,A24000848,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257192,,0,B,09/23/2024,2433805/69,2309242433805/69,,A24000849,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257197,,0,B,09/23/2024,2433805/70,2309242433805/70,,A24000850,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12257207,,0,B,09/23/2024,2433805/71,2309242433805/71,,A24000851,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ83,12257217,,0,B,09/23/2024,2433805/72,2309242433805/72,,A24000852,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"34,700.00",0,"34,700.00",0,"34,700.00",,KEA,1000 EA = 1 KEA,1
,NA0077-ONS,NA0077,ONS,00 CU CLIP 5x5 mm0.254 Thickness,CU CLIP 5X5 THK. 10 MILS,,120,DZ82,12257225,,0,B,09/23/2024,2433805/73,2309242433805/73,,A24000853,09/16/2024,09/15/2025,09/24/2024,20060,SDI CORPORATION,0,"35,000.00",0,"35,000.00",0,"35,000.00",,KEA,1000 EA = 1 KEA,1
